id,edad,genero,estado_civil,residencia,nivel_educativo,grado_estudios,ocupacion,paga_estudios,acceso_internet,banos,autos,computadoras,telefonos,servicios,nivel_educativo_hogar,personas_en_hogar,personas_en_hogar_trabajan,ingreso_mensual_hogar,personas_dependientes,nivel_socioeconomico,tiempo_libre_dia,frecuencia_ejercicio,frecuencia_leer,frecuencia_videojuegos,frecuencia_peliculas,frecuencia_conciertos,frecuencia_bares,frecuencia_escuchar_musica,lugares_visitados_tiempo_libre,consumo_videojuegos,razon_videojuegos,videojuegos_que_consume,frecuencia_videojuego_role,frecuencia_videojuego_accion,frecuencia_videojuego_aventura,frecuencia_videojuego_arcade,frecuencia_videojuego_deportivo,frecuencia_videojuego_estrategia,frecuencia_videojuego_simulacion,frecuencia_videojuego_juegomesa,frecuencia_videojuego_juegomusical,medio_consumo_videojuegos,consumo_simultaneo_musica_videojuego,tipo_musica_simultaneo_videojuegos,frecuencia_consumo_musica,actividades_simultaneas_consumo_musica,generos_musicales_favoritos,artistas_consumo_mayor_frecuencia,razon_consumo_artistas,donde_consumo_musica,importancia_musica_diaria,plataformas_streaming_consumo_musica,frecuencia_consumo_musica_listas_personalizadas,frecuencia_consumo_musica_listas_plataformas,frecuencia_consumo_musica_playlist_populares,frecuencia_consumo_musica_algoritmo_descubrimiento,como_descubre_musica_nueva,otra_manera_descubrimiento_musica,frecuencia_consumo_videos_musicales,razon_valoracion_cancion,razon_valoracion_video_musical,frecuencia_consumo_instagram,frecuencia_consumo_tiktok,frecuencia_consumo_twitter,frecuencia_consumo_youtube,frecuencia_consumo_facebook,importancia_seguimiento_tendencias_musicales,redes_sociales_utilizadas_novedades_musicales,creadores_contenido_frecuencia,creadores_contenido_no_le_gustan,es_fan,de_que_es_fanatico,razon_fanatico,tiempo_fanatico,consideracion_fanatico_artista,que_artista_banda_fanatico,razon_fan_artista,motivos_fan_artista,tiempo_fan_artista,frecuencia_participacion_comunidad_blog_web_fans,frecuencia_participacion_comunidad_discord,frecuencia_participacion_comunidad_grupos_facebook,frecuencia_participacion_comunidad_telegram,frecuencia_participacion_comunidad_instagram,frecuencia_participacion_eventos_en_vivo,frecuencia_participacion_comunidad_fanfiction,frecuencia_participacion_youtube,frecuencia_participacion_twitch,redes_sociales_artistas_favoritos,importancia_artista_redes,factores_seguir_artista_redes,factores_dejar_seguir_artista_redes,compra_productos_promocion_redes,asistencia_eventos_artista_promocion,dinamica_agradaria_artista_favorito,frecuencia_compra_boletos_conciertos,frecuencia_compra_disco_viniles,frecuencia_compra_playeras_artistas,frecuencia_compra_sudaderas_artistas,frecuencia_compra_gorras_artistas,frecuencia_compra_pulsera_accesorios_artistas,frecuencia_compra_cobijas_artistas,frecuencia_compra_peluches_artistas,frecuencia_compra_figuras_coleccion_artistas,frecuencia_compra_tazas_vasos_artistas,frecuencia_compra_stickers_artistas,frecuencia_compra_posters_artistas,frecuencia_compra_bolsas_totes_artistas,frecuencia_compra_llaveros_pines_artistas,otro_producto_artista_fav,marcas_productos_hobbies
71,22,1,Soltero,"Ixtapaluca ","Licenciatura Completa","Tecnológico de Monterrey ","No trabajo ni estudio actualmente",,1,2,1,2,4,"Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Incompleta","3-4 personas","1-2 personas",4,"1-2 personas",4,3,3,3,0,3,3,2,3,"Canchas deportivas, centro de entrenamiento de football, centros comerciales, plazas, parques y tiendas. ",0,"No son de mi interés ","Sin consumo",0,0,0,0,0,0,0,0,0,"Sin consumo",0,"Pop en inglés y alternativa ",1,"Bañarme, hacer ejercicio o ir en el carro","Pop, Electrónica, alternativa ","Olivia Rodrigo, Taylor Swift y Sabrina Carpenter","Me inspiran, me gustan y me identifico tanto con ellas como con las letras de sus canciones ","En casa, En transporte propio, Mientras hago ejercicio",3,"Apple Music",3,1,0,0,"Redes sociales, Estaciones de radio, Tendencias, Colaboraciones con artistas que escucho","Recomendaciones de personas en la plataforma X",2,"La letra principalmente y los ritmos ","Storytelling, producción, entretenimiento ",3,2,3,1,1,3,"Instagram, Twitter/X","@l_og2, Georgina Gigi y Julio López","No conozco a ninguno ",1,"Música, artistas, conciertos y festivales ","Me apasiona la música y asistir a los conciertos para escuchar las canciones es vivo y ver de cerca a mis artistas favoritos ",5,1,"Taylor Swift, Ariana Grande, Harry Styles","Me identifico con su música o sus letras, Por la interacción que tienen con los fans, Han impactado mi vida de alguna forma","Por su trayectoria en la industria, su forma de ser, las interacciones con fans,",5,1,0,0,0,1,0,0,0,0,"Instagram, Tik Tok, X",4,"Me gusta su música, Quiero estar al día con sus novedades, Me gustan sus contenidos exclusivos (videos, fotos, etc.)","Inactividad, falta de contenido, algún escándalo, malas actitudes suyas, contenido irrelevante a su carrera ",1,1,"Que siempre incluyan a LATAM en sus giras, hagan meet & greets no lucrativos, dinámica íntima para interactuar con verdaderos fans, paquetes VIP a precios razonables y con relación a calidad de beneficios - precio, mayor calidad en diseños de merch ",3,1,3,3,2,3,1,0,1,1,1,2,3,1,"Ropa, calzado o accesorios que hayan usado ","Escuchar música - iphone y airpods (Apple)
Hacer ejercicio - Adidas/Puma/New Balance "
72,22,1,Soltero,"Ecatepec ","Licenciatura Completa","Tecnológico de Monterrey CCM","Trabajo tiempo completo",,1,2,4,4,4,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Completa","3-4 personas","3-4 personas",6,"3-4 personas",3,1,1,2,1,3,2,2,3,"Cafeterías/restaurantes ",0,"Requieren mucho tiempo ","Sin consumo",0,0,0,0,0,0,0,0,0,"Sin consumo",0,"Rock/Indie ",3,"Trabajar en oficina, manejar, navegar por internet ","Pop, Kpop, Punk","BTS, Wallows y Pierce the veil ","BTS: Me gusta su versatilidad de estilos 
Wallows: Me gusta como incorporan el indie y un poco de pop 
Pierce the veil: Me gustan sus letras  ","En casa, En el trabajo, En transporte propio, En reuniones o fiestas",3,"Spotify, YouTube Music",3,2,2,3,"Amigos, Redes sociales, Playlists o algoritmos de plataformas, Estaciones de radio, Tendencias, Colaboraciones con artistas que escucho","Series o películas ",3,"Su letra y los ritmos que usan ","Los visuales o efectos ",3,3,3,2,2,3,"TikTok, Twitter/X","Emma Chamberlain, Maria Bottle y Yesly","Ian Orozco, Tammy Parra y Abelardo Bobadilla ",1,"La música ","Es algo que siempre está presente en nuestras vidas y sirve como una manera de expresión muy artística y creativa ",5,1,"BTS, wallows y pierce the veil","Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal, Por la interacción que tienen con los fans, Han impactado mi vida de alguna forma, Me gusta su imagen o estética","Versatilidad de música, conceptos musicales, estrategias de marketing y personalidades de los artistas ",5,3,2,1,0,1,2,0,2,0,"Instagram, Tik Tok, Facebook, Youtube, X",4,"Me gusta su música, Me interesa su vida personal, Quiero estar al día con sus novedades, Me gustan sus contenidos exclusivos (videos, fotos, etc.)","Inactividad ",1,1,"M&G o giveaways de merch ",3,3,2,2,1,1,0,2,2,1,2,2,2,3,Ninguno,"Spotify, Youtube, Starbucks"
73,22,1,Soltero,Tlalpan,"Licenciatura Incompleta",UNAM,"Solo estudio","Mi padre/madre o tutor",1,3,3,5,5,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Incompleta","5 o más personas","5 o más personas",2,"1-2 personas",3,0,1,3,0,2,0,0,3,"Museos, La Roma ",0,"No le gustan, no le gusta estar frente a una pantalla jugando","Sin consumo",0,0,0,0,0,0,0,0,0,"Sin consumo",0,Ninguna,3,"Salir ir a la tienda, hacer el super, en el transporte , mientras hace tarea, durante el quehacer, antes de dormir, ","Pop, Rock, Hiphop","Lady Gaga, Scorpions, Kanye West","Porque su música la activa, muy energíca y siente que va con su esencia como persona, que la representa.","En casa, En la universidad, En el transporte público, Mientras hago ejercicio",3,"Apple Music, YouTube Music",3,1,0,3,"Playlists o algoritmos de plataformas, Shazam o Soundhound, Las expuestas en su clase.","Por películas, los compositores de esas películas. Su compositor favorito es Adrian Vonziegler",2,"Los sonidos Bajos, los que llevan el ritmo, lo que sirve para bailar o las letras.","Los colores, es lo primero en llamar su atención, que haya bailarines en el vídeo musical, sin bailarines lo siente incompleto, que tenga una historia.",3,0,0,3,0,3,Instagram,"María Bottle, Sabina de la Cruz y In.Templum.ophelia","Majo Rivas, Tae Kim y Kenia Os, Jair Sánchez, Yeri Mua, ",1,"Moda, Hip Hop, la cocina, Justin Bieber, Del océano, De la música caribeña y africana, instrumentos de cuerda","Los instrumentos de cuerdas porque los relaciona con el cielo, Justin Bieber porque formo parte de su infancia creciendo con el, el océano porque siente una conexión espiritual, de la cocina le hace más feliz cocinarle a la gente que a sí misma como un lenguaje de amor, de la moda porque siente que su parte más honesta la expresa con la ropa y le hace feliz ver a la gente expresarse con la ropa y le hace feliz la historia de la moda.",5,1,"BTS, Tinashe, Justin Bieber ","Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal, Han impactado mi vida de alguna forma","Porque influyeron lo que estudia y a lo que se quiere dedicar. Porque los 3 bailan y ella quería bailar, además los 3 bailan hip Hop y quiere alcanzar su nivel y presencia",5,0,0,0,0,0,0,0,0,0,"Instagram, Youtube",1,"Me gusta su música, Su imagen ","Por haber hecho una acción que no iba con sus valores. Le deja de gustar su música porque ya no encaja en su estilo de vida",1,0,"Meet & Greet como se hacía en los 2010",1,0,0,0,0,0,0,1,0,1,1,1,1,1,"Artículos de papelería, ej. Cuadernos, estuches, etc.","Cuando baila le gusta utilizar tenis Adidas,  cuando sale su labial Italia Deluxe Matte mouse, su iPhone."
74,22,1,Soltero,"Cuauhtémoc ","Licenciatura Incompleta","Universidad La Salle ","Solo estudio","Mi padre/madre o tutor",1,2,2,2,3,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)",Posgrado,"1-2 personas","1-2 personas",6,"1-2 personas",4,0,0,2,0,3,2,2,3,"Parques, restaurantes, y cafeterías ",0,"No me interesan ","Sin consumo",0,0,0,0,0,0,0,0,0,"Sin consumo",0,"No escucho. ",3,"Hacer tarea/trabajar, bañarme, caminar, leer, cocinar, ","Pop, Rock, Indie ","Harry Styles, One Direction, Chappell Roan  ","Me hacen muy feliz, tienen música muy interesante y entretenida. ","En casa, En la universidad, En el transporte público, En transporte propio, En reuniones o fiestas",3,Spotify,3,1,1,2,"Amigos, Redes sociales, Tendencias, Colaboraciones con artistas que escucho, Espacios públicos","En los recomendados similares que la plataforma me da de artistas que estoy escuchando ",3,"La letra ","Que sea entretenido y único ",3,3,3,2,2,2,"TikTok, Twitter/X","Maria Castañeda ","Creo que la gran mayoría. Los encuentro a todos muy superficiales, flojos, poco inteligentes, que viven en una nube de ignorancia y pierden el contacto con los demás. También muchas veces es contenido muy estúpido.  ",1,"Del cine y del terror","Porque considero que es una plataforma muy personal y excelente para exponer una historia o incluso para usarlo como conducto para demostrar algo. ",4,1,"Harry Styes, One Direction, Lorde ","Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal, Por la interacción que tienen con los fans, Han impactado mi vida de alguna forma, Me gusta su imagen o estética","Porque me hacen feliz. ",5,3,0,2,0,3,0,2,3,0,"Instagram, Tik Tok, Facebook, Youtube, X",3,"Me interesa su vida personal, Quiero estar al día con sus novedades, Me gustan sus contenidos exclusivos (videos, fotos, etc.)","Que nunca suba nada o su contenido vaya en contra de mis valores. ",1,1,"Giveaways de merch oficial o pop ups de merch ",3,1,3,3,2,3,0,0,1,3,2,3,3,3,"Pósters,  sudaderas, camisas, llaveros,  tote bags ","Supongo Apple por el iPhone.  "
75,22,1,Soltero,Azcapotzalco,"Licenciatura Completa","Tecmilenio Ferreria ","Estudio y trabajo medio tiempo","Mi padre/madre o tutor",1,3,0,4,5,"Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Completa","5 o más personas","1-2 personas",1,"1-2 personas",4,0,2,2,0,1,2,1,3,"cafeterias ",0,"no me gustan ","Sin consumo",0,0,0,0,0,0,0,0,0,"Sin consumo",0,no,3,"todo lo hago con música ","Reggaeton, Salsa, Banda (Regional Mexicano)","Alfredo Olivas 
Julion Álvarez 
Wisin&Yandel","me gustan mucho ","En casa, En el transporte público, En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",3,Spotify,3,1,2,2,"Familia, Amigos, Redes sociales, Tendencias, Espacios públicos, Shazam o Soundhound","solo de esas, o tiktok ",0,"la letras y ritmo ","el escenario y lo que da a fondo ",3,3,1,1,2,1,TikTok,"leans deeb, analista cruz ","no tengo ",1,"de las cafeterias y lugares tranquilos ","me genera paz ",5,1,"alfredo olivas, julion alvarez y grupo firme ","Han impactado mi vida de alguna forma","nada mas de ellos ",5,0,0,0,2,2,0,0,0,0,Instagram,2,"Me gusta su música, Me gusta cómo interactúan con sus seguidores, Por las dinámicas o concursos que realizan","que me deje de gustar su música ",0,0,"mas conciertos ",2,0,0,0,0,0,0,0,0,0,0,0,0,0,tazas,"apple, nike, epura"
76,22,1,Soltero,"Gustavo A. Maderl","Licenciatura Incompleta",UPIITA,"Estudio y trabajo medio tiempo","Yo pago por mis estudios",1,2,0,2,1,"Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Incompleta","1-2 personas","1-2 personas",1,"1-2 personas",1,0,1,2,0,1,0,0,3,Restaurantes,0,"No me gustan","Sin consumo",0,0,0,0,0,0,0,0,0,"Sin consumo",0,"No juego",3,"Ir en transporte ","Pop, Rock, Baladas","The killers, sobrina carpenter, the beatles","El ritmo","En casa, En la universidad, En el trabajo, En el transporte público, En transporte propio, En reuniones o fiestas",3,"Spotify, YouTube Music",3,1,3,1,"Familia, Amigos, Redes sociales, Playlists o algoritmos de plataformas, Colaboraciones con artistas que escucho","Escuela ",1,Originalidad,"Contenido ",3,1,0,2,3,2,"Instagram, YouTube",Ninguno,Ninguno,0,"Sin fanatismo","No aplica",0,0,"Sin fanatismo",,"Sin motivos",0,0,0,0,0,0,0,0,0,0,,0,"No aplica","Sin motivos",0,0,"Sin dinamica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno,Nose
77,22,0,Soltero,"Texcoco de Mora","Licenciatura Incompleta","Cet 1 Walter Cross Buchanan","Solo estudio","Mi padre/madre o tutor",1,1,2,4,4,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Carrera técnica completa","3-4 personas","1-2 personas",4,"1-2 personas",1,0,3,2,1,1,1,0,2,"Gimnasio ",1,"para distraerme un rato","cuphead, genshin impact y warzone",2,3,3,2,0,2,0,3,0,"X-box, Celular, PC",1,"musica electrónica ",1,"Ejercicio ","Pop, Reggaeton, Corridos tumbados","Natanael, Lana del rey, Peso pluma","Me gustan sus canciones y también la letra.","En casa, En el transporte público, Mientras hago ejercicio",2,"Spotify, YouTube Music",1,3,1,3,"Amigos, Redes sociales, Playlists o algoritmos de plataformas, Espacios públicos","por amigos, o la escucho en algún lugar",3,"el ritmo ","que tenga buena escenografía y colores ",2,3,0,3,2,1,"TikTok, YouTube","Cristian, Fedelobo, Werever ","Yeri mua, Kunno, Los polinesios",0,"Sin fanatismo","No aplica",0,0,"Sin fanatismo",,"Sin motivos",0,0,0,0,0,0,0,0,0,0,,0,"No aplica","Sin motivos",0,0,"Sin dinamica",1,1,1,1,1,0,0,0,0,0,0,1,0,0,"unos cuadros","Gymshark, Youngla, Gatorade"
78,22,0,Soltero,"Ecatepec de Morelos","Licenciatura Incompleta","Tecmilenio ","Estudio y trabajo medio tiempo","Mi padre/madre o tutor",1,2,1,5,4,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Completa","5 o más personas","3-4 personas",0,"3-4 personas",3,1,0,2,2,3,1,0,3,"Museos, cine, centros comerciales, parques ",1,"Porque me gustan las historias que cuentan y me producen emoción al jugarlos","The Legend of Zelda, Brawl Stars y Mario Bros.",0,3,3,2,0,2,1,1,0,"Nintendo, Celular, PC",1,"A veces no escucho, pero cuando lo hago solo pongo mi biblioteca en aleatorio",3,"Dibujar, animar, hacer mi trabajo en general. Andar en la calle y en el transporte sobretodo para evitar escuchar el ruido de la calle y el transporte público.","Pop, Rock, Bandas sonoras de videojuegos, alternativa y Cantautores","Siddharta, Caloncho, Maneskin","Porque me gustan mucho sus letras y ritmos, sobretodo porque me hacen pensar y reflexionar.","En casa, En la universidad, En el trabajo, En el transporte público, Mientras hago ejercicio",3,"Apple Music, YouTube Music, Apple music, YouTube (Default)",3,0,0,1,"Amigos, Tendencias, Colaboraciones con artistas que escucho, Espacios públicos, Al navegar por YouTube y miro una miniatura de video musical que me llama la atención, además a veces me aparecen anuncios de canciones en historias de IG (Eso me gusta y me ayuda a describir nueva música)","Al navegar por mi biblioteca ocasionalmente busco artistas similares a canciones que me gustan, por lo que me voy al perfil del artista y escucho sus canciones más populares para ver si me convencen.",3,"La letra y el mensaje que transmite, sobretodo si te hace pensar, además de tener una esencia única y ritmo distinto a lo común.","La creatividad del mismo, la calidad visual (grabación nítida, planos interesantes, buena teoría del color), así como que cuente una historia.",1,3,1,3,0,0,"TikTok, YouTube, No estoy al tanto de las tendencias","Realmente a ninguno estoy más en la sección de "Para ti Si tuviera que mencionar alguno y Yair Sánchez Jezzini  Andrés Johnson",Ninguno,1,"Anime, Manga, Videojuegos, Arte y animación en general ","Porque siempre me sorprende la manera en la que la creatividad de las personas puede llevar a una obra.",5,1,"Humbe, Siddharta, Caloncho ","Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal, Han impactado mi vida de alguna forma","Me gustan las vibes que dan con su música ",3,0,0,0,0,0,1,0,2,0,"No los sigo en redes sociales",1,"Me gusta su música, Me interesa su vida personal, Quiero estar al día con sus novedades, Me gustan sus contenidos exclusivos (videos, fotos, etc.)","Sin motivos",0,1,"Un meet and greet sorpresa con pocos días de anticipación, siento que se siente exclusivo y más personal.",1,0,0,0,0,0,0,0,0,0,0,1,0,1,Ninguno,"Nintendo, Samsung, Apple."
79,22,0,Soltero,"Gustavo A.Madero","Licenciatura Incompleta","Universidad Tecmilenio","Estudio y trabajo medio tiempo","Mi padre/madre o tutor",1,1,1,3,3,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.)","Licenciatura Completa","3-4 personas","3-4 personas",5,"1-2 personas",3,1,2,1,3,3,1,0,3,Plazas,1,"Me gustan los videojuegos, aunque no llegue a jugarlo pero me gusta también el coleccionarlos","Pokémon, Zelda, Batman Arkham",3,3,3,2,1,2,2,2,2,"Playstation, X-box, Nintendo, Celular, PC",1,"Rock / Indie",3,"Todas o la mayoria","Rock, Kpop, Punk","Gorillaz, Metric, Cranberries","Adoro su música, la siento muy personal sobretodo Gorillaz es siempre mi No1","En casa, En la universidad, En el trabajo, En el transporte público, En transporte propio, Mientras hago ejercicio",3,"Spotify, Amazon Music",3,2,1,1,"Amigos, Redes sociales, Tendencias, Colaboraciones con artistas que escucho, Shazam o Soundhound","Soundtracks de Películas y Series",3,"El ritmo y las letras se lleven de la mano, no importa el tono pero que al juntarse sea una gran melodia","Vaya al ritmo y letra de la canción y que no sea muy sobre actuado",2,3,2,3,3,1,"Instagram, TikTok, Twitter/X, YouTube, Facebook","Jaiden Animation, Fedelobo y Farid Dieck","Kunno, Cristian Nodal, Casa de los famosos, no son de mi agrado y mejor los ignoro,  dan pena ajena",1,"Todo lo Nerd y Ñoño","Me gusta y me entretiene, me gusta y me gusta seguir el paso",5,1,"Gorillaz, Metric, Cramberries","Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal, Por la interacción que tienen con los fans, Han impactado mi vida de alguna forma, Me gusta su imagen o estética","Lo que representan y la estética que tienen como banda",5,2,2,3,0,1,2,2,3,0,"Instagram, Tik Tok, Facebook, Youtube, X",3,"Me gusta su música, Me interesa su vida personal, Quiero estar al día con sus novedades, Me gusta cómo interactúan con sus seguidores, Me gustan sus contenidos exclusivos (videos, fotos, etc.)","Su forma de actuar y ser",1,1,"Meet ups con firma y fotos",2,3,3,1,0,3,1,1,3,3,3,3,3,3,"Ediciones especiales, sobre todo los cassettes (si esque no habían sacado cassettes desde antes)","Nintendo, Spotify, youtube"
80,22,1,Soltero,"Chimalhuacán ","Licenciatura Incompleta","ESIA Tecamachalco","Solo estudio","Mi padre/madre o tutor",1,1,0,2,4,"Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Primaria Completa","5 o más personas","1-2 personas",2,"3-4 personas",1,0,1,1,1,3,1,1,3,"Plazas y parques ",1,"Porque es divertido, pero es raramente cuando juego ","Sin consumo",1,2,2,2,0,2,3,3,1,"X-box, Celular, PC",0,"No aplica",1,"Bañarme, hacer tarea, cocinar, limpiar, lavar ropa. ","Reggaeton, Electrónica, Punk","Don tomar, Plan B, Die antwoord","Porque tienen buen ritmo sus canciones ","En casa",3,"Spotify, YouTube Music",3,1,2,2,"Amigos, Redes sociales, Tendencias","Buscando playlist de algún genero musical y añadiendo las canciones que me gustan a mis playlist ",1,"El ritmo y lo que me haga sentir con el mismo ","Que sea llamativo y con ediciones artísticas como animación ",3,0,0,3,3,0,"Instagram, YouTube, Facebook","Cotaparedes, Juve 3d, trasmuro","Ari gameplays, juan de dios pantoja,etc... y los que entrevistan a las personas con temas absurdos ",1,"Al arte, de cualquier rama del arte. ","Porque son expresiones experimentales que transmiten sentimientos y emociones y te hacen ver las cosas de diferentes perspectivas, porque pueden tener diversas interpretaciones dependiendo de quien lo recibe",5,0,"Sin fanatismo",,"Sin motivos",0,0,0,0,0,0,0,0,0,0,,0,"No aplica","Sin motivos",0,0,"Sin dinamica",1,0,0,0,0,0,0,0,0,0,1,0,0,1,"No suelo consumir productos relacionados con bandas musicales","Zara, better ware, vans, Samsung "
81,22,1,Soltero,"Cuautitlán Izcalli ","Licenciatura Incompleta","Fesc campo 4","Estudio y trabajo medio tiempo","Mi padre/madre o tutor",1,3,1,2,5,"Ninguno de los anteriores","Preparatoria Completa","5 o más personas","3-4 personas",2,"5 o más personas",3,0,3,2,1,3,0,0,3,"Plaza ",1,"Por diversión ","Resident evil ",0,3,1,0,0,0,0,0,0,X-box,1,Rock,3,"Lavar, cocinar","Country, Banda (Regional Mexicano), Metal","Vicente Fernández 
Luke Combs 
Slipknot","Por tradición familiar","En casa, En la universidad, En el transporte público, Mientras hago ejercicio, En reuniones o fiestas",3,"YouTube Music",3,1,0,0,"Familia, Amigos, Redes sociales, Colaboraciones con artistas que escucho, Espacios públicos","Transporte público ",2,"El ritmo","El acomodo de las luces y la historia ",3,0,0,3,0,1,"Instagram, YouTube",Jousfit,"Poncho de Nigris ",1,"De los caballos, paisajes, viajes por el mundo ","Por la tranquilidad que me transmiten",5,1,"Shinedown  Luke Combs Avenged Sevenfold","Me identifico con su música o sus letras","El ritmo ",4,0,0,0,0,0,0,0,2,0,Youtube,2,"Me gusta su música","Que cambie a un estilo de música que no me agrade ",0,0,"Colaboraciones poco esperadas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ninguno ",Levis
82,22,1,Soltero,"Ecatepec de Morelos ","Licenciatura Completa","Escuela Superior de Comercio y Administración-IPN","Solo estudio","Mi padre/madre o tutor",1,3,1,4,4,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Preparatoria Completa","3-4 personas","1-2 personas",2,"3-4 personas",2,0,2,2,1,2,2,3,3,"Museos y conciertos",0,"No me interesa ","Sin consumo",0,0,0,0,0,0,0,0,0,"Sin consumo",0,"No juego videojuegos ",3,"Tarea, trayecto de mi casa a la universidad, en la universidad, mientras realizo mis actividades.","Pop, Reggaeton, Corridos tumbados","Natael Cano, Tito doble P, Carin Leon, Tini, Latín Mafia, Danna Paola, Emilia, Gabito Ballesteros, Oscar Mayron, Humbe, Feid, Rauw Alejandro.","Me gusta sus canciones y escucho de acuerdo a mi estado de ánimo.","En casa, En la universidad, En el transporte público, En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",3,"Spotify, Apple Music",3,3,2,1,"Amigos, Redes sociales, Playlists o algoritmos de plataformas, Colaboraciones con artistas que escucho","Redes sociales ",0,"La letra y el ritmo","Lo visual",3,3,1,2,2,2,"Instagram, TikTok","Karen Torres, Esen Alvarado, Ana Gastelum. ","No tengo definido.",1,"De realizar contenido y consumir contenido ","Me gusta que se vea estético ",4,1,"Belanova, Belinda, Danna Paola.","Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal","Me gusta sus canciones ",4,1,1,1,1,3,2,2,1,1,"Instagram, Tik Tok",4,"Me gusta su música, Me interesa su vida personal, Quiero estar al día con sus novedades, Me gusta cómo interactúan con sus seguidores, Me gustan sus contenidos exclusivos (videos, fotos, etc.)","Que no sean auténticos.",0,1,"Una convivencia.",3,1,1,1,1,1,1,1,1,1,1,1,1,1,"Ropa que ellos usan.","Lulu Lemon, Nike, Adidas, versace."
83,22,0,Soltero,"Miguel Hidalgo ","Licenciatura Incompleta","UNAM ","Solo estudio","Mi padre/madre o tutor",1,1,0,3,5,"Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Carrera técnica completa","1-2 personas","1-2 personas",4,"1-2 personas",3,1,0,2,2,3,1,2,3,"Casa de amigos ",1,"Soy competitivo, me divierte ","Fortnite, rocket league, clash royale",0,3,2,1,0,3,3,3,1,"Celular, PC",1,"Rock ",3,"Trayecto, quehacer, tareas.","Pop, Rock, Boleros","Elton jhon, Agustin Lara, lady Gaga ","Son una fuente de inspiración para mi lucha ","En casa, En la universidad, En el transporte público, En reuniones o fiestas",3,"YouTube Music",0,3,2,3,"Amigos, Redes sociales, Playlists o algoritmos de plataformas, Tendencias, Colaboraciones con artistas que escucho","En las películas",2,"Que el ritmo se particular, buen coro, que no sea tan vulgar. ","Que cuenten una historia que tenga que ver con la canción",3,2,3,3,3,0,"Instagram, TikTok, YouTube","El Mariana, Koby, Par de 3","Se me subió el muerto, 6 de copas, Taylor Swift ",1,"La música","Esta en los mejores momentos de tu vida, es el soundtrack de mi vida ",5,1,"Luis Miguel, Agustín Lara, Elton John. ","Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal, Han impactado mi vida de alguna forma, Me gusta su imagen o estética","Su música tiene mensajes muy profundos ",5,2,0,0,0,3,0,0,3,0,"Instagram, Facebook, Youtube",4,"Me gusta su música, Me gustan sus contenidos exclusivos (videos, fotos, etc.)","Deje de subir contenido, de involucre en causas sociales, meta política ",1,1,"Metas de interacciones para publicar contenido ",3,0,0,2,0,0,0,0,1,0,0,3,0,1,Ninguno,"Starbucks, Samsung "
